handle,name,url,httpStatus,shopifyStatus,bioLen,viewpointEmpty,viewpointParseError,masterworksEmpty,imagePresent,imagePermission,deathYear
shinkai-taketaro,"新海 竹太郎",https://atspect.com/pages/artist/shinkai-taketaro,200,ACTIVE,175,false,false,false,false,未取得,"1927"
yonehara-unkai,"米原 雲海",https://atspect.com/pages/artist/yonehara-unkai,200,ACTIVE,168,false,false,false,false,未取得,"1925"
yamazaki-choun,"山崎 朝雲",https://atspect.com/pages/artist/yamazaki-choun,200,ACTIVE,171,false,false,false,false,未取得,"1954"
tatehata-taimu,"建畠 大夢",https://atspect.com/pages/artist/tatehata-taimu,200,ACTIVE,172,false,false,false,false,未取得,"1942"
kitamura-shikai,"北村 四海",https://atspect.com/pages/artist/kitamura-shikai,200,ACTIVE,136,false,false,false,false,未取得,"1927"
naito-shin,"内藤 伸",https://atspect.com/pages/artist/naito-shin,200,ACTIVE,158,false,false,false,false,未取得,"1967"
yoshida-saburo,"吉田 三郎",https://atspect.com/pages/artist/yoshida-saburo,200,ACTIVE,150,false,false,false,false,未取得,"1962"
kato-kensei,"加藤 顕清",https://atspect.com/pages/artist/kato-kensei,200,ACTIVE,166,false,false,false,false,未取得,"1966"
shimizu-takashi,"清水 多嘉示",https://atspect.com/pages/artist/shimizu-takashi,200,ACTIVE,168,false,false,false,false,未取得,"1981"
kinouchi-yoshi,"木内 克",https://atspect.com/pages/artist/kinouchi-yoshi,200,ACTIVE,163,false,false,false,false,未取得,"1977"
sato-churyo,"佐藤 忠良",https://atspect.com/pages/artist/sato-churyo,200,ACTIVE,391,false,false,false,false,未取得,"2011"
funakoshi-yasutake,"舟越 保武",https://atspect.com/pages/artist/funakoshi-yasutake,200,ACTIVE,179,false,false,false,false,未取得,"2002"
yanagihara-yoshitatsu,"柳原 義達",https://atspect.com/pages/artist/yanagihara-yoshitatsu,200,ACTIVE,173,false,false,false,false,未取得,"2004"
hongo-shin,"本郷 新",https://atspect.com/pages/artist/hongo-shin,200,ACTIVE,166,false,false,false,false,未取得,"1980"
sawada-seiko,"澤田 政廣",https://atspect.com/pages/artist/sawada-seiko,200,ACTIVE,171,false,false,false,false,未取得,"1988"
entsuba-katsuzo,"圓鍔 勝三",https://atspect.com/pages/artist/entsuba-katsuzo,200,ACTIVE,169,false,false,false,false,未取得,"2003"
tominaga-naoki,"富永 直樹",https://atspect.com/pages/artist/tominaga-naoki,200,ACTIVE,140,false,false,false,false,未取得,"2006"
yodoi-toshio,"淀井 敏夫",https://atspect.com/pages/artist/yodoi-toshio,200,ACTIVE,163,false,false,false,false,未取得,"2005"
kikuchi-kazuo,"菊池 一雄",https://atspect.com/pages/artist/kikuchi-kazuo,200,ACTIVE,156,false,false,false,false,未取得,"1985"
takata-hiroatsu,"高田 博厚",https://atspect.com/pages/artist/takata-hiroatsu,200,ACTIVE,171,false,false,false,false,未取得,"1987"
amemiya-jiro,"雨宮 治郎",https://atspect.com/pages/artist/amemiya-jiro,200,ACTIVE,138,false,false,false,false,未取得,"1970"
hori-shinji,"堀 進二",https://atspect.com/pages/artist/hori-shinji,200,ACTIVE,148,false,false,false,false,未取得,"1978"
sakurai-yuichi,"桜井 祐一",https://atspect.com/pages/artist/sakurai-yuichi,200,ACTIVE,161,false,false,false,false,未取得,"1981"
yamamoto-toyoichi,"山本 豊市",https://atspect.com/pages/artist/yamamoto-toyoichi,200,ACTIVE,167,false,false,false,false,未取得,"1987"
horiuchi-masakazu,"堀内 正和",https://atspect.com/pages/artist/horiuchi-masakazu,200,ACTIVE,183,false,false,false,false,未取得,"2001"
mukai-ryokichi,"向井 良吉",https://atspect.com/pages/artist/mukai-ryokichi,200,ACTIVE,168,false,false,false,false,未取得,"2010"
ueki-shigeru,"植木 茂",https://atspect.com/pages/artist/ueki-shigeru,200,ACTIVE,132,false,false,false,false,未取得,"1984"
iida-yoshikuni,"飯田 善國",https://atspect.com/pages/artist/iida-yoshikuni,200,ACTIVE,164,false,false,false,false,未取得,"2006"
wakabayashi-isamu,"若林 奮",https://atspect.com/pages/artist/wakabayashi-isamu,200,ACTIVE,172,false,false,false,false,未取得,"2003"
nagare-masayuki,"流 政之",https://atspect.com/pages/artist/nagare-masayuki,200,ACTIVE,168,false,false,false,false,未取得,"2018"
isamu-noguchi,"イサム・ノグチ",https://atspect.com/pages/artist/isamu-noguchi,200,ACTIVE,187,false,false,false,false,未取得,"1988"
kinoshita-shigeru,"木下 繁",https://atspect.com/pages/artist/kinoshita-shigeru,200,ACTIVE,150,false,false,false,false,未取得,"1988"
kasagi-sueo,"笠置 季男",https://atspect.com/pages/artist/kasagi-sueo,200,ACTIVE,125,false,false,false,false,未取得,"1967"
wakebe-junji,"分部 順治",https://atspect.com/pages/artist/wakebe-junji,200,ACTIVE,147,false,false,false,false,未取得,"1995"
yasuda-ryumon,"保田 龍門",https://atspect.com/pages/artist/yasuda-ryumon,200,ACTIVE,142,false,false,false,false,未取得,"1965"
itaya-hazan,"板谷 波山",https://atspect.com/pages/artist/itaya-hazan,200,ACTIVE,165,false,false,false,false,未取得,"1963"
miyagawa-kozan,"宮川 香山",https://atspect.com/pages/artist/miyagawa-kozan,200,ACTIVE,153,false,false,false,false,未取得,"1916"
tomimoto-kenkichi,"富本 憲吉",https://atspect.com/pages/artist/tomimoto-kenkichi,200,ACTIVE,164,false,false,false,false,未取得,"1963"
hamada-shoji,"濱田 庄司",https://atspect.com/pages/artist/hamada-shoji,200,ACTIVE,191,false,false,false,false,未取得,"1978"
kawai-kanjiro,"河井 寛次郎",https://atspect.com/pages/artist/kawai-kanjiro,200,ACTIVE,176,false,false,false,false,未取得,"1966"
arakawa-toyozo,"荒川 豊蔵",https://atspect.com/pages/artist/arakawa-toyozo,200,ACTIVE,166,false,false,false,false,未取得,"1985"
kaneshige-toyo,"金重 陶陽",https://atspect.com/pages/artist/kaneshige-toyo,200,ACTIVE,165,false,false,false,false,未取得,"1967"
ishiguro-munemaro,"石黒 宗麿",https://atspect.com/pages/artist/ishiguro-munemaro,200,ACTIVE,148,false,false,false,false,未取得,"1968"
kato-hajime,"加藤 土師萌",https://atspect.com/pages/artist/kato-hajime,200,ACTIVE,156,false,false,false,false,未取得,"1968"
kusube-yaichi,"楠部 彌弌",https://atspect.com/pages/artist/kusube-yaichi,200,ACTIVE,158,false,false,false,false,未取得,"1984"
kawakita-handeishi,"川喜田 半泥子",https://atspect.com/pages/artist/kawakita-handeishi,200,ACTIVE,171,false,false,false,false,未取得,"1963"
miwa-kyuwa,"三輪 休和",https://atspect.com/pages/artist/miwa-kyuwa,200,ACTIVE,160,false,false,false,false,未取得,"1981"
miwa-jusetsu,"三輪 壽雪",https://atspect.com/pages/artist/miwa-jusetsu,200,ACTIVE,159,false,false,false,false,未取得,"2012"
nakazato-muan,"中里 無庵",https://atspect.com/pages/artist/nakazato-muan,200,ACTIVE,170,false,false,false,false,未取得,"1985"
fujiwara-kei,"藤原 啓",https://atspect.com/pages/artist/fujiwara-kei,200,ACTIVE,148,false,false,false,false,未取得,"1983"
fujiwara-yu,"藤原 雄",https://atspect.com/pages/artist/fujiwara-yu,200,ACTIVE,152,false,false,false,false,未取得,"2001"
yamamoto-toshu,"山本 陶秀",https://atspect.com/pages/artist/yamamoto-toshu,200,ACTIVE,133,false,false,false,false,未取得,"1994"
kondo-yuzo,"近藤 悠三",https://atspect.com/pages/artist/kondo-yuzo,200,ACTIVE,137,false,false,false,false,未取得,"1985"
shimizu-uichi,"清水 卯一",https://atspect.com/pages/artist/shimizu-uichi,200,ACTIVE,150,false,false,false,false,未取得,"2004"
kato-takuo,"加藤 卓男",https://atspect.com/pages/artist/kato-takuo,200,ACTIVE,154,false,false,false,false,未取得,"2005"
tamura-koichi,"田村 耕一",https://atspect.com/pages/artist/tamura-koichi,200,ACTIVE,131,false,false,false,false,未取得,"1987"
tsukamoto-kaiji,"塚本 快示",https://atspect.com/pages/artist/tsukamoto-kaiji,200,ACTIVE,139,false,false,false,false,未取得,"1990"
matsui-kosei,"松井 康成",https://atspect.com/pages/artist/matsui-kosei,200,ACTIVE,156,false,false,false,false,未取得,"2003"
fujimoto-yoshimichi,"藤本 能道",https://atspect.com/pages/artist/fujimoto-yoshimichi,200,ACTIVE,149,false,false,false,false,未取得,"1992"
shimaoka-tatsuzo,"島岡 達三",https://atspect.com/pages/artist/shimaoka-tatsuzo,200,ACTIVE,155,false,false,false,false,未取得,"2007"
kato-kozo,"加藤 孝造",https://atspect.com/pages/artist/kato-kozo,200,ACTIVE,131,false,false,false,false,未取得,"2023"
kamoda-shoji,"加守田 章二",https://atspect.com/pages/artist/kamoda-shoji,200,ACTIVE,144,false,false,false,false,未取得,"1983"
yagi-kazuo,"八木 一夫",https://atspect.com/pages/artist/yagi-kazuo,200,ACTIVE,160,false,false,false,false,未取得,"1979"
suzuki-osamu,"鈴木 治",https://atspect.com/pages/artist/suzuki-osamu,200,ACTIVE,149,false,false,false,false,未取得,"2001"
serizawa-keisuke,"芹沢 銈介",https://atspect.com/pages/artist/serizawa-keisuke,200,ACTIVE,162,false,false,false,false,未取得,"1984"
inagaki-toshijiro,"稲垣 稔次郎",https://atspect.com/pages/artist/inagaki-toshijiro,200,ACTIVE,148,false,false,false,false,未取得,"1963"
kimura-uzan,"木村 雨山",https://atspect.com/pages/artist/kimura-uzan,200,ACTIVE,139,false,false,false,false,未取得,"1977"
ueno-tameji,"上野 為二",https://atspect.com/pages/artist/ueno-tameji,200,ACTIVE,129,false,false,false,false,未取得,"1960"
moriguchi-kako,"森口 華弘",https://atspect.com/pages/artist/moriguchi-kako,200,ACTIVE,134,false,false,false,false,未取得,"2008"
komiya-kosuke,"小宮 康助",https://atspect.com/pages/artist/komiya-kosuke,200,ACTIVE,147,false,false,false,false,未取得,"1961"
komiya-yasutaka,"小宮 康孝",https://atspect.com/pages/artist/komiya-yasutaka,200,ACTIVE,140,false,false,false,false,未取得,"2017"
munehiro-rikizo,"宗廣 力三",https://atspect.com/pages/artist/munehiro-rikizo,200,ACTIVE,137,false,false,false,false,未取得,"1989"
kamakura-yoshitaro,"鎌倉 芳太郎",https://atspect.com/pages/artist/kamakura-yoshitaro,200,ACTIVE,139,false,false,false,false,未取得,"1983"
tatsumura-heizo,"龍村 平蔵",https://atspect.com/pages/artist/tatsumura-heizo,200,ACTIVE,150,false,false,false,false,未取得,"1962"
matsuda-gonroku,"松田 権六",https://atspect.com/pages/artist/matsuda-gonroku,200,ACTIVE,158,false,false,false,false,未取得,"1986"
takano-shozan,"高野 松山",https://atspect.com/pages/artist/takano-shozan,200,ACTIVE,112,false,false,false,false,未取得,"1976"
otomaru-kodo,"音丸 耕堂",https://atspect.com/pages/artist/otomaru-kodo,200,ACTIVE,136,false,false,false,false,未取得,"1997"
akaji-yusai,"赤地 友哉",https://atspect.com/pages/artist/akaji-yusai,200,ACTIVE,167,false,false,false,false,未取得,"1984"
masumura-mashiki,"増村 益城",https://atspect.com/pages/artist/masumura-mashiki,200,ACTIVE,141,false,false,false,false,未取得,"1996"
terai-naoji,"寺井 直次",https://atspect.com/pages/artist/terai-naoji,200,ACTIVE,162,false,false,false,false,未取得,"1998"
taguchi-yoshikuni,"田口 善国",https://atspect.com/pages/artist/taguchi-yoshikuni,200,ACTIVE,138,false,false,false,false,未取得,"1998"
oba-shogyo,"大場 松魚",https://atspect.com/pages/artist/oba-shogyo,200,ACTIVE,132,false,false,false,false,未取得,"2012"
shioda-keishiro,"塩多 慶四郎",https://atspect.com/pages/artist/shioda-keishiro,200,ACTIVE,135,false,false,false,false,未取得,"2006"
kuroda-tatsuaki,"黒田 辰秋",https://atspect.com/pages/artist/kuroda-tatsuaki,200,ACTIVE,145,false,false,false,false,未取得,"1982"
himi-kodo,"氷見 晃堂",https://atspect.com/pages/artist/himi-kodo,200,ACTIVE,147,false,false,false,false,未取得,"1975"
katori-hotsuma,"香取 秀真",https://atspect.com/pages/artist/katori-hotsuma,200,ACTIVE,161,false,false,false,false,未取得,"1954"
takamura-toyochika,"高村 豊周",https://atspect.com/pages/artist/takamura-toyochika,200,ACTIVE,154,false,false,false,false,未取得,"1972"
sasaki-shodo,"佐々木 象堂",https://atspect.com/pages/artist/sasaki-shodo,200,ACTIVE,152,false,false,false,false,未取得,"1961"
unno-kiyoshi,"海野 清",https://atspect.com/pages/artist/unno-kiyoshi,200,ACTIVE,145,false,false,false,false,未取得,"1956"
naito-shiro,"内藤 四郎",https://atspect.com/pages/artist/naito-shiro,200,ACTIVE,133,false,false,false,false,未取得,"1988"
kashima-ikkoku,"鹿島 一谷",https://atspect.com/pages/artist/kashima-ikkoku,200,ACTIVE,152,false,false,false,false,未取得,"1996"
sekiya-shiro,"関谷 四郎",https://atspect.com/pages/artist/sekiya-shiro,200,ACTIVE,138,false,false,false,false,未取得,"1994"
hasuda-shugoro,"蓮田 修吾郎",https://atspect.com/pages/artist/hasuda-shugoro,200,ACTIVE,149,false,false,false,false,未取得,"2010"
chosa-yoshiyuki,"帖佐 美行",https://atspect.com/pages/artist/chosa-yoshiyuki,200,ACTIVE,132,false,false,false,false,未取得,"2002"
shono-shounsai,"生野 祥雲斎",https://atspect.com/pages/artist/shono-shounsai,200,ACTIVE,132,false,false,false,false,未取得,"1974"
iizuka-rokansai,"飯塚 琅玕斎",https://atspect.com/pages/artist/iizuka-rokansai,200,ACTIVE,156,false,false,false,false,未取得,"1958"
hirata-goyo,"平田 郷陽",https://atspect.com/pages/artist/hirata-goyo,200,ACTIVE,138,false,false,false,false,未取得,"1981"
hori-ryujo,"堀 柳女",https://atspect.com/pages/artist/hori-ryujo,200,ACTIVE,138,false,false,false,false,未取得,"1984"
kagoshima-juzo,"鹿児島 寿蔵",https://atspect.com/pages/artist/kagoshima-juzo,200,ACTIVE,148,false,false,false,false,未取得,"1982"
kagami-kozo,"各務 鑛三",https://atspect.com/pages/artist/kagami-kozo,200,ACTIVE,136,false,false,false,false,未取得,"1985"
iwata-toshichi,"岩田 藤七",https://atspect.com/pages/artist/iwata-toshichi,200,ACTIVE,154,false,false,false,false,未取得,"1980"
fujita-kyohei,"藤田 喬平",https://atspect.com/pages/artist/fujita-kyohei,200,ACTIVE,147,false,false,false,false,未取得,"2004"
namikawa-yasuyuki,"並河 靖之",https://atspect.com/pages/artist/namikawa-yasuyuki,200,ACTIVE,142,false,false,false,false,未取得,"1927"
namikawa-sosuke,"濤川 惣助",https://atspect.com/pages/artist/namikawa-sosuke,200,ACTIVE,157,false,false,false,false,未取得,"1910"
takahashi-sadatsugu,"高橋 貞次",https://atspect.com/pages/artist/takahashi-sadatsugu,200,ACTIVE,135,false,false,false,false,未取得,"1968"
